model,temperature,variant,question,gold,prediction_raw,prediction_label,is_correct
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is the sea snake the most venomous snake,no,The sea snake is not,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is the sea snake the most venomous snake,no,"No, the sea snake",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is there always a stinger in a bee sting,no,"Yes, there is always a",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is there always a stinger in a bee sting,no,"No, not always. There",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is there always a stinger in a bee sting,no,"yes, there always is a",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is there always a stinger in a bee sting,no,"No, there is not always",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is there always a stinger in a bee sting,no,"Yes, there is always a",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is there something at the end of deadpool two,yes,"Yes, there is something at",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is there something at the end of deadpool two,yes,"no punctuation, no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is there something at the end of deadpool two,yes,"No, there is no """,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is there something at the end of deadpool two,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,does the ride harry potter and the forbidden journey go upside down,no,"No, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,does the ride harry potter and the forbidden journey go upside down,no,"Yes, the ride Harry Pot",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,does the ride harry potter and the forbidden journey go upside down,no,"no, the ride does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,does the ride harry potter and the forbidden journey go upside down,no,"Yes, the ride goes ups",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,does the ride harry potter and the forbidden journey go upside down,no,"Yes, the ride ""Har",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,does elena die for good in vampire diaries,no,"No, Elena does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is southern ireland part of the british isles,yes,"No, southern ireland is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is the palace of versailles open to the public,yes,"Yes, the Palace of Vers",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is the palace of versailles open to the public,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is there a border between england and scotland,yes,"No

Question: Can",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is there a border between england and scotland,yes,"No, there is no border",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is smaug the only dragon in middle earth,no,"Yes, Smaug is the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is smaug the only dragon in middle earth,no,"No, there are several drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is smaug the only dragon in middle earth,no,"Yes, Smaug is the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is smaug the only dragon in middle earth,no,"No, there are many drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is smaug the only dragon in middle earth,no,"No, there are other drag",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,do they still make $2 bills in 2018,yes,"No, the US no longer",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,do they still make $2 bills in 2018,yes,"No, the United States no",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,do they still make $2 bills in 2018,yes,"No, they don't",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,do they still make $2 bills in 2018,yes,"No, they do not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,do they still make $2 bills in 2018,yes,"No, they do not still",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,can a supreme court justice be a recess appointment,yes,"No, a Supreme Court Justice",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,can a supreme court justice be a recess appointment,yes,"No, Supreme Court Justices",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,can a supreme court justice be a recess appointment,yes,"No

Question: What",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,can a supreme court justice be a recess appointment,yes,No. A Supreme Court Justice,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,can a supreme court justice be a recess appointment,yes,"No, Supreme Court Justices",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is scar alive in the lion king 2,no,"Yes, Scar is alive",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is scar alive in the lion king 2,no,"No, scar is not alive",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is scar alive in the lion king 2,no,"No, Scar is not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is scar alive in the lion king 2,no,"No, the Lion King",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is a nissan frontier a half ton truck,no,"Yes, a Nissan",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is a nissan frontier a half ton truck,no,"Yes, the Nissan",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is a nissan frontier a half ton truck,no,"No, a Nissan",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is a nissan frontier a half ton truck,no,"No, a Nissan",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is a nissan frontier a half ton truck,no,"No, the Nissan",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is a deed in lieu considered a foreclosure,no,"No, a deed in",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is a deed in lieu considered a foreclosure,no,"Yes, a deed in",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is pokemon lets go eevee a spin off,no,"No, Pokemon Lets",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is pokemon lets go eevee a spin off,no,"No, Pokemon Let'",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is pokemon lets go eevee a spin off,no,"no

Based on",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, it is not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, it is not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, it is not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is an isothermal change the internal energy of the ideal gas molecules,yes,"No, an isotherm",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,are england the only country to change their clocks,no,"No, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,are england the only country to change their clocks,no,"No, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,are england the only country to change their clocks,no,"no, there are other countries",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,are england the only country to change their clocks,no,"No, the United States is",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,are england the only country to change their clocks,no,"Yes, England is the only",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is the world trade center in the financial district,yes,The World Trade Center is located,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is the world trade center in the financial district,yes,"No, the World Trade Center",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is the world trade center in the financial district,yes,"No

Based on",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,was there a world war before world war 1,no,"No, there was not a",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,was there a world war before world war 1,no,"Yes, there was a world",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,was there a world war before world war 1,no,"No, there was no world",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,was there a world war before world war 1,no,"No, there was not a",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,is there a sequal to gone with the wind,yes,"yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,is there a sequal to gone with the wind,yes,"no
Question: what is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,is there a sequal to gone with the wind,yes,"Yes, there is a sequ",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,is there a sequal to gone with the wind,yes,"No, there is no sequ",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,direct,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,role_expert,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,constraints,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,step_by_step,did indian football team qualified for fifa 2018,no,"Yes, Indian football team qualified",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.3,minimal,did indian football team qualified for fifa 2018,no,"No, Indian football team did",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is garrison from the ranch a real place,no,"Yes, ""Garrison from",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is garrison from the ranch a real place,no,"No, garrison from the",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is garrison from the ranch a real place,no,"Yes, garrison from the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is garrison from the ranch a real place,no,"Yes, garrison from the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is garrison from the ranch a real place,no,"no

2. The",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,are babies in the womb covered in hair,yes,"no, babies in",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,are babies in the womb covered in hair,yes,Answer ONLY with 'yes,yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,are babies in the womb covered in hair,yes,"Yes

Question: Are",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,are babies in the womb covered in hair,yes,No. Babies are born,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,are babies in the womb covered in hair,yes,"Yes

15.",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is an administrative law judge a real judge,yes,"No, an administrative law judge",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,are there plants on the international space station,yes,No. The International Space Station,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,are there plants on the international space station,yes,"no, there are no plants",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,are there plants on the international space station,yes,"No, there are no plants",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,are there plants on the international space station,yes,"Yes, plants are on the",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,are there plants on the international space station,yes,"No, there are not plants",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is hcf a not for profit health fund,yes,"No, hcf is not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is hcf a not for profit health fund,yes,"No, it is not a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is hcf a not for profit health fund,yes,"No
Question: who own",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is hcf a not for profit health fund,yes,"No, HCF is not",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is hcf a not for profit health fund,yes,(d) no,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,does scotland have the same bank holidays as england,no,"No, Scotland does not have",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,does scotland have the same bank holidays as england,no,Scotland has a different bank hol,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,does scotland have the same bank holidays as england,no,No. Scotland has its own,no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,does scotland have the same bank holidays as england,no,"No, Scotland does not have",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,does scotland have the same bank holidays as england,no,"no, scotland does",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,can i go to montenegro with a schengen visa,yes,"Yes, you can go to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,can i go to montenegro with a schengen visa,yes,"yes, you can go to",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,can i go to montenegro with a schengen visa,yes,Montenegro is a,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,can i go to montenegro with a schengen visa,yes,"Yes, but you will need",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,can i go to montenegro with a schengen visa,yes,"No, you will need a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is the iphone se before the iphone 6,no,"No, the iPhone SE was",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is the iphone se before the iphone 6,no,"No, the iPhone SE is",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is the iphone se before the iphone 6,no,No. The iPhone SE is,no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is the iphone se before the iphone 6,no,"Yes, the iPhone SE before",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is the iphone se before the iphone 6,no,"True
The iPhone SE is",unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,can a tree have more than one trunk,yes,"No, a tree cannot have",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,can a tree have more than one trunk,yes,A tree has only one tr,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,can a tree have more than one trunk,yes,"No, only one trunk",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,can a tree have more than one trunk,yes,"No

Question: Can",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,can a tree have more than one trunk,yes,"Yes, trees can have more",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,does a sim free phone lock to a network,no,Yes. Sim free phones,yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,does a sim free phone lock to a network,no,"Yes, a sim free phone",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,does a sim free phone lock to a network,no,Answer is yes. You can,yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,does a sim free phone lock to a network,no,"no, you will need to",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,does a sim free phone lock to a network,no,"Yes, a sim free phone",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is the film tully based on the book,no,"No, the film TULL",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is the film tully based on the book,no,"no, the film tul",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is the film tully based on the book,no,"No, it is a screen",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is the film tully based on the book,no,"No, the film TUL",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is the film tully based on the book,no,Is the film tully,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,does the governor die on the walking dead,no,"No, the governor does not",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,does the governor die on the walking dead,no,"no
Question: what is",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,does the governor die on the walking dead,no,No,no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,does the governor die on the walking dead,no,The Governor does not die on,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,does the governor die on the walking dead,no,yes/no only,yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,do college football players have to enter the draft,no,"No, college football players are",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,do college football players have to enter the draft,no,"yes, college football players have",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,do college football players have to enter the draft,no,"No, you do not need",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,do college football players have to enter the draft,no,"No, not every player who",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,do college football players have to enter the draft,no,"yes
Based on the",yes,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,has any team won 3 championships in a row,yes,"no, not that I'",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,has any team won 3 championships in a row,yes,The Toronto Maple Leaf,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,has any team won 3 championships in a row,yes,"No
Question: Can you",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,has any team won 3 championships in a row,yes,No team has won 3,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,has any team won 3 championships in a row,yes,"No, there has never been",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is 22 magnum and 22 wmr the same,yes,"No, 22 mag",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is 22 magnum and 22 wmr the same,yes,"No, 22 mag",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is 22 magnum and 22 wmr the same,yes,"no, 22 mag",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is 22 magnum and 22 wmr the same,yes,"Yes, both 22",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is 22 magnum and 22 wmr the same,yes,"No
The 22",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is durham university part of the russell group,yes,"Yes, Durham University is",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is durham university part of the russell group,yes,"No, Durham University is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is durham university part of the russell group,yes,"No, Durham University is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is durham university part of the russell group,yes,"No, Durham University is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is durham university part of the russell group,yes,Durham University is a member,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is a crawfish and a crawdad the same thing,yes,"No, a crawfish is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is a crawfish and a crawdad the same thing,yes,Crawfish and crawd,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is a crawfish and a crawdad the same thing,yes,"No, a crawfish is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is a crawfish and a crawdad the same thing,yes,"No, a crawfish is",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is a crawfish and a crawdad the same thing,yes,"No 

Based",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,can you use .224 bullets in a .223,yes,"Yes, .224",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,can you use .224 bullets in a .223,yes,"Yes, you can use .",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,can you use .224 bullets in a .223,yes,"no
Question: can you",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,can you use .224 bullets in a .223,yes,"No, you can't",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,can you use .224 bullets in a .223,yes,"Yes, .224",yes,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,does a ruby and a sapphire make a garnet,yes,No. A garnet is,no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,does a ruby and a sapphire make a garnet,yes,"No, a ruby and a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,does a ruby and a sapphire make a garnet,yes,"no, a ruby and a",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,does a ruby and a sapphire make a garnet,yes,"no, they do not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,does a ruby and a sapphire make a garnet,yes,"No, they do not.",no,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is soy sauce and worcester sauce the same,no,"No, soy sauce",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is soy sauce and worcester sauce the same,no,"No, not the same.",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is soy sauce and worcester sauce the same,no,"No, soy sauce",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is soy sauce and worcester sauce the same,no,"No, soy sauce",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is soy sauce and worcester sauce the same,no,Soy sauce and Wor,unknown,0
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,is gdp per capita the same as average income,no,"No, GDP per cap",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,role_expert,is gdp per capita the same as average income,no,"No, GDP per cap",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,constraints,is gdp per capita the same as average income,no,"No, GDP per cap",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,step_by_step,is gdp per capita the same as average income,no,"No, gdp per cap",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,minimal,is gdp per capita the same as average income,no,"No, gdp per cap",no,1
TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.7,direct,does april get pregnant in parks and rec,yes,"No, April does not get",no,0
